ID,SCLIDw4,PANELw4,WAVEw4,SURVEY1w4,SURVEY2w4,WEIGHT1w4,WEIGHT2w4,GENDERw4,PARENTw4,BRT1Aw4,BRT1Bw4,BRT2Aw4,BRT2Bw4,BRT2Cw4,ARA1Aw4,ARA2Aw4,ARA2Bw4,ARA2Cw4,HOUSEw4,SCL1w4,SCL2w4,SCHOOLw4,GRADEw4,COEDUw4,SCLTYP1w4,HAK2Aw4,HAK2Bw4,HAK2Cw4,JOB1Aw4,JOB1Bw4,JOB1Cw4,JOB4Aw4,JOB4Bw4,JOB4Cw4,JOB5Aw4,JOB5Bw4,JOB5Cw4,INCOMEw4,PAR1w4,PAR2w4,PHY1Aw4,PHY1Bw4,PHY3Aw4,PHY3Cw4,PHY4A01w4,PHY4A02w4,PHY4A03w4,PHY4A04w4,PHY4A05w4,PHY4A06w4,PHY4A07w4,PHY4B01w4,PHY4B02w4,PHY4B03w4,PHY4B04w4,PHY4B05w4,PHY4B06w4,PHY4B07w4,INT1A01w4,INT1A02w4,INT1A03w4,INT1A04w4,INT1A05w4,INT1A09w4,INT1A10w4,INT1A11w4,INT1A12w4,INT1C01w4,INT1C02w4,INT1C03w4,INT1C04w4,INT1C05w4,INT1C09w4,INT1C10w4,INT1C11w4,INT1C12w4,INT1Dw4,PSY1A01w4,PSY1A02w4,PSY1A03w4,PSY1A04w4,PSY1A05w4,PSY1A06w4,PSY1A07w4,PSY1B01w4,PSY1B02w4,PSY1B03w4,PSY1B04w4,PSY1B05w4,PSY1B06w4,PSY1C01w4,PSY1C02w4,PSY1C03w4,PSY1C04w4,PSY1C05w4,PSY1C06w4,PSY1C07w4,PSY1C08w4,PSY1D01w4,PSY1D02w4,PSY1D03w4,PSY1D04w4,PSY1D05w4,PSY1E01w4,PSY1E02w4,PSY1E03w4,PSY1E04w4,PSY1E05w4,PSY1E06w4,PSY1E07w4,PSY1E08w4,PSY1E09w4,PSY1E10w4,PSY2B01w4,PSY2B02w4,PSY2B03w4,PSY2B04w4,PSY2B05w4,PSY2B06w4,PSY2B07w4,PSY2B08w4,PSY2B09w4,PSY2B10w4,PSY2B11w4,PSY2B12w4,PSY2B13w4,PSY2B14w4,PSY3B01w4,PSY3B02w4,PSY3B03w4,DLQ1A01w4,DLQ1A02w4,DLQ1A03w4,DLQ1A04w4,DLQ1A05w4,DLQ1A06w4,DLQ1A07w4,DLQ1A08w4,DLQ1A09w4,DLQ1A10w4,DLQ1A11w4,DLQ1A12w4,DLQ1A13w4,DLQ1A14w4,DLQ1B01Aw4,DLQ1B01Bw4,DLQ1B02Aw4,DLQ1B02Bw4,DLQ1B03w4,DLQ1B04w4,DLQ1B05w4,DLQ1B06w4,DLQ1B07w4,DLQ1B08w4,DLQ1B09w4,DLQ1B10w4,DLQ1B11w4,DLQ1B12w4,DLQ1B13w4,DLQ1B14w4,DLQ2A01w4,DLQ2A02w4,DLQ2A03w4,DLQ2A04w4,DLQ2A05w4,DLQ2A06w4,DLQ2A07w4,DLQ2B01w4,DLQ2B02w4,DLQ2B03w4,DLQ2B04w4,DLQ2B05w4,DLQ2B06w4,DLQ2B07w4,DLQ3A01w4,DLQ3A02w4,DLQ3A03w4,DLQ3A04w4,DLQ3A05w4,DLQ3A06w4,DLQ3A07w4,DLQ3A08w4,DLQ3A09w4,DLQ3A10w4,DLQ3A11w4,DLQ3A12w4,DLQ3A13w4,DLQ3A14w4,TIM1A01w4,TIM1A02w4,TIM1A03w4,TIM1A04w4,TIM1B01w4,TIM1B02w4,TIM1B03w4,TIM1B04w4,TIM2Aw4,TIM2Bw4,TIM2Cw4,TIM2Dw4,TIM3Aw4,TIM3Bw4,TIM3Cw4,TIM3Dw4,TIM4Aw4,TIM4Bw4,TIM4Cw4,TIM4Dw4,TIM5Aw4,TIM5Bw4,TIM5Cw4,TIM5Dw4,TIM6Aw4,TIM6Bw4,TIM6Cw4,TIM6Dw4,TIM7Aw4,TIM7Bw4,TIM7Cw4,TIM7Dw4,TIM8Aw4,TIM8Bw4,TIM8Cw4,TIM8Dw4,TIM9Aw4,TIM9Bw4,TIM9Cw4,TIM9Dw4,FAM1Aw4,FAM1Bw4,FAM1Cw4,FAM1Dw4,FAM1E01w4,FAM1E02w4,FAM1E03w4,FAM1E04w4,FAM2A01w4,FAM2A02w4,FAM2A03w4,FAM2B01w4,FAM2B02w4,FAM2B03w4,FAM2B04w4,FAM2C01w4,FAM2C02w4,FAM2C03w4,FAM2D01w4,FAM2D02w4,FAM2D03w4,FAM2D04w4,FAM2E01w4,FAM2E02w4,FAM2E03w4,FAM2E04w4,FAM2F01w4,FAM2F02w4,FAM2F03w4,FAM3A01w4,FAM3A02w4,FAM3A03w4,FAM3A04w4,FAM3B01w4,FAM3B02w4,FAM3B03w4,FAM3B04w4,FAM4Aw4,FAM4Bw4,FAM5Aw4,FAM5Bw4,FRN3Aw4,EDU1Aw4,EDU2A01w4,EDU2A02w4,EDU2A03w4,EDU2A04w4,EDU2A05w4,EDU2B01w4,EDU2B02w4,EDU2B03w4,EDU2B04w4,EDU2B05w4,EDU2C01w4,EDU2C02w4,EDU2C03w4,EDU2C04w4,EDU2C05w4,EDU2D01w4,EDU2D02w4,EDU2D03w4,EDU2D04w4,EDU2D05w4,EDU5A02w4,EDU5B01w4,EDU5B02w4,EDU5C01w4,EDU5C02w4,EDU5Dw4,EDU5Ew4,COM1A01w4,COM1A02w4,COM1A03w4,COM1A04w4,COM1A05w4,COM1A06w4,COM2A01w4,COM2A02w4,COM2A03w4,COM2A04w4,COM3A01w4,COM3A02w4,COM3A03w4,COM3A04w4,COM3A05w4,MDA1Aw4,MDA1B01w4,MDA1B02w4,MDA1B03w4,MDA1B04w4,MDA1Cw4,MDA1D01w4,MDA1D02w4,MDA1D03w4,MDA1D04w4,MDA1D05w4,MDA1D06w4,MDA1D07w4,MDA1D08w4,MDA1D09w4,MDA1D10w4,MDA2Aw4,MDA2B01w4,MDA2B02w4,MDA2B03w4,MDA2B04w4,MDA2B05w4,MDA2B06w4,MDA2B07w4,MDA2B08w4,MDA2B09w4,MDA2C01w4,MDA2C02w4,MDA2C03w4,MDA2C04w4,MDA2C05w4,MDA2C06w4,MDA2C07w4,MDA3A01w4,MDA3A02w4,MDA3A03w4,MDA3A04w4,MDA3A05w4,MDA3A06w4,MDA3B01w4,MDA3B02w4,MDA3B03w4,MDA3B04w4,MDA3B05w4,MDA3B06w4,MDA4Aw4,MDA4Bw4,MDA4C01w4,MDA4C02w4,MDA4C03w4,MDA4C04w4,MDA4C05w4,MDA4C06w4,MDA4C07w4,MDA4C08w4,ACT1A01w4,ACT1A02w4,ACT1A03w4,ACT1A04w4,ACT1A05w4,ACT1A06w4,ACT1A07w4,ACT1A08w4,ACT1A09w4,ACT1B01w4,ACT1B02w4,ACT1B03w4,ACT1B04w4,ACT1B05w4,ACT1B06w4,ACT1B07w4,ACT1B08w4,ACT1B09w4,ACT1C01w4,ACT1C02w4,ACT1C03w4,ACT1C04w4,ACT1C05w4,ACT1C06w4,ACT1C07w4,ACT1C08w4,ACT1C09w4,ACT1D01w4,ACT1D02w4,ACT1D03w4,ACT1E01w4,ACT1E02w4,ACT2A01w4,ACT2A02w4,ACT2B01w4,ACT2B02w4,ACT2C01w4,ACT2C02w4,ACT3Aw4,ACT3Bw4,ACT4Aw4,ACT4Bw4,ACT4C02w4,ACT4C03w4,ACT6Aw4,ACT6B01w4,ACT6B02w4,ACT6B03w4,ACT6B04w4,ACT6B05w4,ACT6B06w4,ACT6B07w4,ACT6B08w4,ACT6B09w4
126621,1301,3,4,1,1,225.1978491991739,371.8166943006637,1,1,1998,1,1968,1973,NA,34,34,3412,1,2,1,NA,3,1,1,1,4,2,NA,1,2,NA,3,NA,NA,1,NA,NA,5500,2,2,180,54,1,4,2,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,3,3,2,3,4,4,4,4,3,3,4,3,3,3,4,4,4,4,2,3,2,3,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,20,8,30,0,0,3,30,3,0,1,0,3,0,1,0,1,0,1,0,3,0,0,30,0,0,3,0,0,0,1,0,0,0,5,0,1,1,2,1,0,0,1,0,2,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,4,4,1,NA,7,1,2,2,2,1,2,1,3,2,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,5,NA,NA,60,1,2,1,4,2,2,2,2,2,2,2,2,2,2,3,3,1,0,0,2,0,1,1,2,2,4,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,3,4,3,3,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,6,NA,NA,1,2,30,NA,1,NA,1,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
126622,NA,3,4,2,2,NA,NA,NA,NA,1997,10,1967,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126623,1309,3,4,1,1,270.09177215526057,213.060909870485,2,1,1997,3,1967,1972,NA,34,34,3412,1,2,1,NA,3,1,2,1,4,4,NA,1,1,NA,2,2,NA,1,3,NA,6000,2,2,163,50,2,2,1,1,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,2,3,3,3,3,3,2,NA,1,NA,3,3,4,3,2,3,4,4,4,2,2,3,2,2,2,2,2,2,2,2,4,2,3,3,4,2,3,3,4,4,4,3,4,4,4,4,4,1,1,1,2,1,2,2,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,0,6,15,8,0,1,30,1,30,0,0,0,0,1,30,2,0,2,0,3,0,0,30,1,0,0,0,1,30,0,0,2,30,0,0,0,0,1,1,2,1,0,0,1,0,1,1,1,1,1,1,1,1,3,3,3,2,2,3,3,4,4,3,1,1,1,4,1,1,1,3,4,4,4,1,NA,5,1,2,2,3,1,2,1,3,1,3,1,1,1,1,2,1,3,2,1,2,1,1,1,1,5,1,NA,NA,30,2,1,1,4,1,1,1,2,2,2,2,2,1,1,2,2,1,0,0,1,30,1,2,2,3,3,2,4,4,4,4,4,1,1,1,3,2,2,1,4,4,1,2,4,4,4,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,2,2,2,NA,4,NA,NA,NA,6,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,3,5,6,3,6,1,2,20,NA,2,NA,3,20,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
126624,1315,3,4,1,1,270.09177215526057,212.0170916052197,2,1,1998,1,1968,1971,NA,34,34,3412,1,2,1,NA,3,1,2,1,4,3,NA,1,1,NA,1,4,NA,2,1,NA,4000,2,1,160,53,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,3,4,4,3,3,3,3,3,3,1,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,23,0,6,0,6,30,0,0,0,0,3,0,2,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,0,0,1,30,1,30,0,0,0,0,1,5,2,1,0,1,0,1,1,1,2,2,2,1,2,2,3,2,2,2,1,3,2,3,3,3,3,2,3,2,2,2,2,3,4,4,4,1,NA,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,3,2,4,4,2,NA,NA,1,2,NA,NA,4,4,4,4,4,4,1,4,4,3,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,2,2,2,2,1,1,NA,2,1,NA,NA,NA,NA,2,2,NA,2,2,NA,NA,NA,NA,4,7,8,NA,NA,1,2,2,NA,1,NA,0,2,2,NA,NA,NA,1,4,2,4,2,4,4,4,2,4
126625,NA,3,4,2,2,NA,NA,NA,NA,1997,11,1963,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126626,1309,3,4,1,1,270.09177215526057,244.08388378768467,2,1,1997,4,1971,1971,NA,34,34,3412,1,1,1,NA,3,1,2,1,4,4,NA,1,1,NA,1,2,NA,1,3,NA,5400,3,2,162,70,3,3,2,1,1,1,2,2,2,NA,2,2,2,NA,NA,NA,1,1,1,1,1,2,1,1,2,2,3,4,2,2,NA,1,3,NA,3,3,3,4,2,3,2,4,3,3,3,3,3,4,3,2,2,4,4,2,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,9,0,0,0,0,0,1,30,2,0,0,0,0,0,3,0,4,0,0,30,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,2,1,1,0,0,1,1,2,1,2,2,2,2,2,3,3,2,2,2,3,4,4,3,3,2,2,2,2,2,2,1,3,4,4,4,1,NA,3,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,3,1,1,1,1,1,2,2,NA,NA,2,1,NA,NA,4,2,4,3,3,1,1,1,1,1,1,1,2,3,4,1,0,0,1,0,1,1,1,4,3,1,1,3,4,4,4,1,2,2,1,1,3,2,2,1,1,3,4,4,4,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,2,2,2,1,NA,NA,NA,28,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,2,5,6,9,NA,NA,1,2,100,NA,2,NA,0,1,2,NA,NA,NA,1,4,3,4,4,4,4,4,2,4
126627,1312,3,4,1,1,225.1978491991739,224.43580906118407,1,1,1997,6,1964,1969,NA,34,34,3412,1,1,1,NA,3,1,3,2,2,2,NA,1,1,NA,4,4,NA,2,4,NA,6000,2,2,179,68,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,1,4,2,3,1,3,2,3,3,2,4,4,4,4,4,2,3,4,2,1,2,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,2,2,2,3,2,3,2,3,3,3,2,3,3,4,3,4,2,3,3,3,3,3,3,2,4,4,3,3,1,NA,8,1,1,2,2,4,4,4,3,4,2,4,4,4,1,2,2,1,2,2,2,3,2,1,2,NA,NA,2,1,NA,NA,4,4,4,2,4,4,2,4,4,4,2,2,2,2,2,1,2,0,4,0,5,3,3,1,2,4,4,4,4,4,4,1,3,3,1,2,1,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,NA,2,2,NA,NA,NA,NA,2,0,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
126628,1309,3,4,1,1,270.09177215526057,218.65780377767035,2,1,1997,9,1965,1969,NA,34,34,3412,1,1,1,NA,3,1,2,1,5,3,NA,1,1,NA,4,4,NA,3,4,NA,3000,2,2,159,60,1,2,2,2,2,1,2,2,2,NA,NA,NA,3,NA,NA,NA,1,1,1,1,1,1,1,1,2,4,4,4,4,5,2,2,1,NA,3,2,2,1,3,2,1,4,3,3,4,4,4,3,4,4,4,4,4,1,2,4,2,2,1,3,2,4,2,1,2,2,2,2,2,1,1,2,3,3,2,1,1,3,2,3,1,2,4,2,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,7,0,8,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,1,1,2,1,0,1,0,1,1,1,2,2,2,1,2,1,4,4,3,2,1,4,4,4,4,4,1,2,2,2,2,3,1,4,4,4,4,1,NA,4,1,2,2,2,3,3,1,2,1,4,2,1,1,1,1,1,4,2,1,1,1,1,1,1,1,5,NA,NA,50,1,3,4,2,4,2,1,1,3,2,1,1,1,2,2,3,1,1,0,2,0,1,4,2,4,3,4,2,4,4,1,4,1,2,3,1,1,2,3,1,1,1,1,3,3,2,3,4,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,2,NA,1,NA,28,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,7,3,9,NA,NA,1,2,14,NA,2,NA,2,3,2,NA,NA,NA,1,4,1,4,1,4,4,1,4,4
126629,1313,3,4,1,1,225.1978491991739,184.04347658916964,1,1,1997,1,1965,1973,NA,34,34,3412,1,1,1,NA,3,1,1,1,2,2,NA,1,1,NA,7,3,NA,1,1,NA,4000,1,1,180,73,1,3,2,1,2,2,2,2,2,NA,3,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,3,2,2,2,NA,3,3,2,NA,3,3,1,3,2,2,4,4,3,3,2,3,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,2,2,1,2,1,2,3,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,23,30,0,0,6,0,9,0,0,0,3,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,2,30,1,0,1,30,0,0,0,30,1,1,2,1,0,0,0,1,1,1,2,1,1,1,2,1,3,3,3,2,1,4,4,4,4,2,1,2,3,3,1,1,1,4,4,4,4,1,NA,1,1,2,2,1,2,2,2,3,2,3,2,2,2,1,2,2,4,3,3,2,3,1,2,1,1,5,NA,NA,50,1,3,3,4,2,3,2,2,3,1,1,2,2,2,3,2,1,0,0,2,30,1,2,3,1,4,4,4,4,3,4,3,1,2,2,3,1,2,3,4,1,1,2,4,4,3,4,4,4,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,1,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,2,2,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,2,7,9,1,3,1,2,56,NA,2,NA,1,10,2,NA,NA,NA,1,4,4,4,4,4,4,4,4,4
126630,1314,3,4,1,1,270.09177215526057,238.64880182132487,2,1,1998,3,1963,1967,NA,34,34,3412,1,2,1,NA,3,1,2,1,4,3,NA,1,1,NA,1,2,NA,1,1,NA,3500,2,1,160,49,2,1,2,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,NA,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,2,0,0,0,0,30,0,30,0,30,0,30,0,0,0,0,0,30,0,30,0,0,0,0,0,0,2,0,0,30,2,0,1,1,2,1,1,0,0,0,2,2,3,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,2,2,4,4,4,1,NA,5,1,2,2,2,2,3,2,3,2,3,2,2,3,2,2,2,3,2,2,3,2,2,3,1,1,5,NA,NA,60,1,3,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,7,4,1,5,2,1,2,20,NA,2,NA,2,0,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
